name,roast,loc_country,origin_1,origin_2,X100g_USD,rating,review_date
Primavera Colombia Espresso,Medium-Light,United States,Huila Department,Colombia,5.58,94,21-Aug
Ka’u Classic Medium Roast,Medium,Hawai'i,Ka'U Growing District,"""Big Island"" Of Hawai’I",9.57,93,20-Aug
Ethiopia Sidamo Euphora Special Lot,Medium-Light,Taiwan,Sidamo Growing Region,South-Central Ethiopia,4.41,93,21-May
Ethiopia Hambela Natural,Medium-Light,United States,Hambela Wamena District,Guji Zone,5.29,94,18-Oct
Ethiopia Sidama Naia Bombe Dry Ferment Vertical Reserve,Medium-Light,United States,Jimma Zone,Oromia State,5.88,93,19-Nov
Costa Rica Hacienda Sonora Honey,Medium-Light,United States,Carrillos Alto De Poás,Alajuela Province,6.17,93,22-Jul
Kenya AA Karamundi,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,4.56,92,18-Feb
Espresso,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,27.76,94,21-Nov
Colombia La Esperanza 100% Geisha Hanashaku,Light,Taiwan,Valle De Cauca,Colombia,14.16,94,22-Oct
Nicaragua Finca Idealista,Medium-Light,United States,Matagalpa Growing Region,Nicaragua,5.29,92,19-Oct
Guatemala El Injerto Pacamara,Medium-Light,United States,La Libertad,Huehuetenango Department,11.17,93,21-Sep
Peru Wilmer Alarcon Mirez,Medium-Light,United States,Cajamarca,Peru,6.47,93,20-Dec
Costa Rica Canet Musician Series Bach Raisin Honey,Medium-Light,Taiwan,Tarrazu,Costa Rica,7.75,94,22-May
Colombia Geisha Cordillera,Medium-Light,United States,Santa Barbara,Antioquia Department,28.66,95,22-Jul
Rwanda Simbi,Light,Japan,Huye District,Rwanda,7.56,93,21-Jun
Cual Bicicleta,Medium-Light,United States,Marcala,Honduras,5.29,93,20-Dec
Ethiopia Bensa Segra Natural,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,4.7,93,18-Oct
Ethiopia Banko Gotiti,Medium-Light,United States,Kochere,Yirgacheffe Growing Region,5.88,94,20-Oct
Choice Caramel Dried Prune,Medium-Light,Taiwan,Colombia,Ethiopia,6.02,91,18-Jul
Ethiopia Natural Sidama Abebe 74110,Light,Taiwan,Sidamo Growing Region,Southern Ethiopia,8.5,95,22-Sep
Ethiopia Bench Maji Natural Gesha,Light,Taiwan,Bench-Maji Zone,Southern Ethiopia,7.79,94,21-Dec
Colombia Finca La Loma Antonio Gualguan,Medium-Light,United States,Nariño Department,Colombia,5.88,91,18-Aug
Guatemala Tojquia,Medium-Light,United States,Tojquia,Huehuetenango Department,6.17,93,22-Nov
Rwanda Cyato,Medium-Light,United States,Nyamasheke,Rwanda,4.56,90,18-Jun
Kona Classic Dark,Medium,United States,Kona,Big Island Of Hawai’I,17.59,92,21-Mar
Ethiopia Durato Bombe,Light,United States,Sidamo Growing Region,Southern Ethiopia,7.05,95,22-Aug
Kiniyota Espresso,Medium-Light,United States,Buhinyuza District,Muhinga Province,5.17,95,18-May
Ethiopia Anaerobic,Medium-Light,Taiwan,Sidamo (Also Sidama),Ethiopia,6.96,93,19-Nov
Colombia Caturra Anaerobic Natural,Medium-Light,United States,Tolima Department,Colombia,11,92,22-Feb
Suyusama Colombia,Medium-Light,United States,Nariño Region,Antioquia Department,5.58,93,21-Apr
Kahiko,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,21.14,96,22-Sep
Ethiopia Yirgacheffe G1,Light,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,4.25,91,22-Feb
Rock the House Blend,Medium-Light,United States,Africa,South America,5,93,22-May
Kabiufa Papua New Guinea,Light,United States,Kabiufa,Eastern Highlands,4.7,94,21-Jul
Classic Nine Espresso,Medium-Dark,Taiwan,Central America,Sidamo (Also Sidama) Growing Region,4.27,91,19-Sep
Ethiopia Neja Fadil,Medium-Light,United States,Guji Zone,Oromia Region,5.88,94,21-Mar
Karimiuki Kenya,Medium-Light,United States,Kirinyaga,Kenya,6.17,95,20-Jul
Panama Elida Green Tip Gesha Natural,Medium-Light,United States,Boquete Growing Region,Western Panama,32.63,94,17-Dec
Bait Alal Community,Medium-Light,England,Al Hayma District,Sana’A Governorate,20.83,93,21-Oct
Costa Rica Tirra Natural,Medium-Light,United States,Tarrazu Growing Region,Costa Rica,5.29,92,18-Aug
Yemen Mocha Harazi,Medium-Light,United States,Sana’A Growing Region,Yemen,15.43,93,21-Jul
Ethiopia Anaerobic Natural,Medium-Light,United States,Sidama (Also Sidamo) Growing Region,Southern Ethiopia,11.02,94,22-Jan
Burundi Kabarore Commune,Medium-Light,United States,Kayanza Province,Burundi,5.88,92,22-Jun
Ethiopia Aphrodite Washed Espresso,Medium,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,12.04,96,22-Jan
Guatemala Dark Roast FTO,Medium-Dark,United States,Sololá,Guatemala,4.11,90,20-Feb
Honduras Finca Don Eusebio,Light,Hong Kong,Chaguites,Honduras,14.7,92,20-Sep
Ethiopia Gede Natural,Medium-Light,United States,Shakiso District,Guji Zone,5.29,93,18-Aug
44˚N 68˚W Bar Harbor,Medium-Light,United States,Costa Rica,Sumatra,4.11,92,22-Jun
San Sebastian Colombia,Medium-Light,United States,Huila Department,Southwestern Colombia,5.22,92,20-Feb
El Salvador Malacara B Orange,Medium-Light,United States,Antón Montañita,Volcán Santa Ana,7.05,93,21-Mar
Peru Chirinois,Medium-Light,United States,San Ignacio Province,Cajamarca Region,5.29,92,19-Mar
Sauvage CR 90,Medium,Taiwan,El Salvador,Guatemala,11.28,92,22-Feb
La Coipa Peru,Medium-Light,United States,Cajamarca Growing Region,Peru,4.76,90,20-Feb
Ethiopia Konga Natural,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,6.4,93,19-Nov
Kenya Kirinyaga Kabare Karani AA,Medium-Light,Canada,Kirinyaga District,South-Central Kenya,7.33,94,20-Oct
Ethiopia Keramo Washed,Medium-Light,United States,Sidama (Also Sidamo) Region,Ethiopia,5.88,92,20-Apr
Nicaragua Mierisch Finca La Huella Yellow Pacamara Honey,Light,Taiwan,Acatenango,Guatemala,7.08,93,18-Nov
Breakfast Blend,Medium-Light,United States,Antioquia Department,Colombia,3.69,90,21-Sep
Ethiopia Natural Guji Kercha Lot Riverside,Medium-Light,Taiwan,Guji Zone,Oromia Region,3.89,94,20-Oct
Kona SL34,Medium,Hawai'i,Kona Growing Region,Big Island Of Hawai’I,16.12,93,20-Nov
Ethiopia Bombe Mountains,Medium-Light,United States,Bombe Mountains,Sidama Region,7.35,94,20-Oct
Cattleya Blend,Medium-Light,Taiwan,Ethiopia,Djimma Growing Region,8.31,90,22-Oct
Guatemala Washed Acatenango Finca El General Pacamara Espresso,Medium-Light,Taiwan,Acatenango,Chimaltenango Department,4.96,94,22-Sep
Cordillera del Fuego Costa Rica Anaerobic,Medium-Light,United States,Tarrazu,Costa Rica,5.29,93,19-Nov
Kenya Kiambu AB Top Lot,Medium-Light,Taiwan,Kiambu Growing Region,South-Central Kenya,6.34,94,20-Oct
Costa Rica Aris Red Honey Lot 2002 Espresso,Medium-Light,Taiwan,Central Valley,Costa Rica,3.82,94,21-Mar
Ethiopia Natural Phoenix Special “Andromeda” Espresso,Medium-Dark,Taiwan,Oromia Region,Southwest Ethiopia,14.16,93,18-Oct
Costa Rica Sonora Estate Venecia Natural,Medium-Light,United States,Central Valley,Costa Rica,6.03,91,18-Jan
Ethiopia Sidamo,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,Southern Ethiopia,4.11,90,20-Feb
Ethiopia Nano Genji #4,Medium-Light,United States,Agaro Gera,Jimma Zone,5.51,93,20-Jun
Full Moon Espresso,Medium,Taiwan,Ethiopia,Guatemala,8.8,95,22-Oct
Zambia Kateshi Natural Process,Medium-Light,United States,Zambia,Sidamo (Also Sidama) Growing Region,4.39,92,19-Jun
Tanzania Acacia Hills Gesha Peaberry,Medium-Light,United States,Ngorongoro,Tanzania,70.55,95,21-Nov
Black Level Blend,Medium-Light,Taiwan,Kenya,Colombia,10.45,94,22-Feb
Sabana Redonda SL28 Costa Rica,Medium-Light,United States,Sabanilla De Alajuela,Central Valley,7.94,94,22-Jan
Sumatra Yellow Bourbon,Medium-Light,United States,Pematang Purba,Simalungun,10.29,93,22-May
Sumatra Gayo G1 Triple-Picked Lot 005,Medium-Light,Taiwan,Aceh Province,Sumatra,3.19,94,20-Jun
Ethiopia Guji Shakisso Natural Lot 24,Medium-Light,Taiwan,Guji Zone,Oromia Region,3.68,94,19-Aug
Kenya Baragwi Thimu Peaberry,Medium-Light,United States,Kirinyaga District,South-Central Kenya,5.73,94,18-Oct
Red Clay Espresso Blend,Medium,United States,Colombia,Brazil,4.41,92,21-Aug
Ethiopia Guji Hambela Dabaye,Medium-Light,United States,Guji Zone,Oromia Region,6.47,93,22-Aug
Kona Maragogype,Medium,Hawai'i,Kona Growing Region,Big Island Of Hawai'I,17.64,93,20-Jun
Taiwan Alluring Scent Estate Natural,Medium-Light,Taiwan,Alishan,Taiwan,28.8,93,21-Jan
Ethiopia Gotiti Natural,Medium,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,8.21,95,18-Aug
Honduro-Spro,Medium-Light,United States,San José,La Paz Department,4.69,92,21-Mar
Chokoreeto Espresso Blend,Medium-Light,Taiwan,Costa Rica,Ethiopia,5.6,92,22-Mar
Guatemala Finca Las Victorias Anaerobic Natural,Medium-Light,Taiwan,Fraijanes Plateau,Guatemala,4.41,93,22-Oct
Adanech Ethiopia Guji,Light,United States,Guji Zone,Oromia Region,5.29,91,18-Nov
Peru Washed Santa Monica Gesha,Medium-Light,Taiwan,Amaybamba,Cusco,19.82,96,22-Apr
Kenya Kabare AA,Medium-Light,United States,South-Central Kenya,Hambela Wamena District,5.14,93,18-Oct
Moonbow Decaf,Medium-Dark,United States,South America,Lintong Growing Region,4.1,92,19-Feb
Lotus by Ninety Plus,Medium-Light,United States,Chiriqui Province,Far Western Panama,63.93,95,18-Apr
Colombia Sidra,Medium-Light,Taiwan,Tolima Department,Colombia,6.61,94,18-Dec
Brazil COE,Medium-Light,Taiwan,Vale Da Grama,Minas Gerais State,7.3,92,21-Sep
Panama Finca Santa Teresa Summer Gesha,Medium-Light,United States,Finca Santa Teresa,Volcan,25.57,94,21-Jul
Karani Kenya,Medium-Light,United States,Kirinyaga,Kenya,6.17,95,20-Aug
Monarch Estate Hawaiian Gesha,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,37.04,92,22-Feb
Honduras Los Catadores Honey,Medium-Light,Taiwan,Marcala Growing Region,La Paz Department,3.54,93,17-Dec
Peru Yanesha Geisha Double-Anaerobic,Medium-Light,Taiwan,Villa Rica,Oxapampa Province,15.58,93,21-May
Wilderness Blend,Light,Taiwan,Ethiopia,Kenya,3.54,93,18-Feb
Monarch Estate Pacamara,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,36.11,94,22-Feb
Finca La Aurora Camilina Geisha,Medium-Light,United States,Piedra Candela,Chiriqui Province,19.84,96,18-Oct
Mandheling Onan Ganjang,Medium-Light,Taiwan,Lintong Growing Region,North Sumatra Province,3.89,94,18-May
S.O. Espresso Brazil Fazenda Cachoeira Yellow Bourbon,Medium,United States,Vale De Grama,Mogiana,4.39,90,20-Apr
Ethiopia Bedhatu Natural,Medium-Light,United States,Gedeb District,Gedeo Zone,6.03,93,22-Jan
Colombia Nariño Duende,Medium-Light,United States,Narino Department,Southern Colombia,4.98,93,17-Nov
Kenya Kamgogo Small Lot Reserve,Medium-Light,United States,Nyeri County,Kenya,5.88,93,22-May
Espresso Mandarina,Medium,United States,Congo,Ethiopia,4.98,94,19-Jun
Kith & Kin,Medium-Light,United States,Ethiopia,Kenya,5.14,93,18-Dec
Borneo Sabah Arabica,Medium-Light,United States,Sabah State,Malaysia,9.96,90,19-May
Colombia Quindio Anaerobic Natural,Medium-Light,United States,Quindio Department,Colombia,8.82,94,22-Jun
Kenya ARES,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,10.57,95,20-Oct
Kenya Kirinyaga Mukangu AB,Medium-Light,Taiwan,Kirinyaga District,South-Central Kenya,5.66,92,18-May
Perla del Otún,Medium-Light,United States,Huila,Colombia,4.41,91,18-Nov
Gaitania Colombia,Medium-Light,United States,Gaitania,Tolima Department,4.63,93,18-Feb
Ecuador Pichincha Finca Flora,Light,Taiwan,Pichincha Province,Ecuador,6.37,93,22-Sep
Ethiopia Gogogu Bekaka #4,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,4.7,93,21-Sep
Ethiopia Yirgacheffe Adado,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.58,94,22-Jun
Kenya Gatomboya,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,7.05,94,21-Aug
Kenya Gachatha,Medium-Light,United States,South-Central Kenya,Aceh Province,6.61,95,21-Feb
Costa Rica Hacienda La Minita,Medium-Light,United States,Los Santos,Tarrazú,5.14,94,22-Jul
Philippines Sitio Belis,Medium-Light,United States,Benguet,Philippines,11.76,93,21-Nov
Minas Gerais Isaias Ferreira No. 2,Medium-Light,United States,Southern Minas Gerais State,Southeastern Brazil,5.29,91,18-May
Costa Rica Coffea Diversa Washed Geisha,Medium-Light,United States,Biollet,Costa Rica,17.62,93,20-Aug
Guatemala Campamento Alto,Medium-Light,United States,Huehuetenengo Department,Guatemala,5.88,92,22-Apr
Kenya Karatu,Medium-Light,Kenya,Kiambu County,Kenya,6.91,94,22-Apr
Taiwan Taitung Luan Mountain Valley of Tears,Medium-Light,Taiwan,Taitung Luan Mountain,Taiwan,11.33,92,21-Jan
Colombia Beasaquito,Light,United States,Buesaco,Nariño Department,5.29,93,22-Apr
Colombia Narino Excelsio,Medium-Light,United States,Narino Department,Southern Colombia,3.53,92,18-Oct
Top Blend 2,Medium-Light,Taiwan,Brazil,Colombia,3.59,92,21-Jul
Flora Blend Espresso,Medium-Light,Hong Kong,Africa,Asia Pacific,9.05,94,17-Nov
Hacienda La Esmeralda Cabana Geisha Natural,Medium-Light,United States,Boquete Growing Region,Western Panama,33.07,95,18-Oct
Ethiopia Natural Guji D Minor Special Lot,Medium-Light,Taiwan,Guji Zone,Oromia Region,5.66,97,20-Oct
Ethiopia Reko,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.58,91,18-Nov
Kenya Gatuya,Medium-Light,United States,Murang'A County,Central Kenya,6.17,94,20-Aug
Ethiopia Guji Natural Dasaya,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.25,94,18-Dec
Ethiopia Guji Uraga Wolisho Natural,Medium-Light,Taiwan,Guji Zone,Oromia Region,6.23,91,20-Feb
Kona SL34 Sweet Spot,Medium-Light,Hawai'i,Kona Growing Region,Big Island Of Hawai’I,25.17,94,21-Apr
Mexico Pluma Hidalgo,Medium-Light,United States,Pluma Hidalgo,Oaxaca State,6.91,93,21-Sep
Out of Africa Blend,Medium-Light,United States,Kenya,Ethiopia,5.28,92,21-Nov
Kenya,Medium,Taiwan,Nyeri Growing Region,South-Central Kenya,5.64,92,18-Aug
Sumatra Mutu Batak,Light,United States,Lintong Growing Region,North Sumatra Province,4.12,93,20-Dec
Ethiopia Gera Limu,Medium-Light,United States,Oromia Growing Region,Southern Ethiopia,5.58,94,21-Feb
Minanga Village Sulawesi,Medium-Light,United States,Toraja Growing Region,South-Central Sulawesi,7.05,94,22-May
Kenya Lenana AA Plus,Medium-Light,United States,Mount Kenya Growing Region,Kenya,5.28,92,21-May
Taiwan Natural Medium Roast,Medium-Light,United States,Taiwan,Kona,8.81,92,20-Sep
Burundi Gahahe Washing Station Microlot Honey,Medium-Light,Canada,Buhinyuza District,Muyinga Province,2.65,92,18-Jun
Ethiopia Suke Quto Honey,Medium-Light,United States,Guji Zone,Oromia Region,5.81,95,19-Dec
Dafis Abafita Natural Ethiopia,Light,United States,Oromia Region,Jimma Zone,6.32,95,21-Jan
"DR Congo, Gera Village, SOPACDI",Medium-Light,United States,South Kivu Province,The Democratic Republic Of The Congo,6.17,94,20-Jul
Colombia Sidra Natural Signature Selection,Light,United States,Caicedonia,Valle De Cauca Department,40.56,96,22-Mar
Ethiopia Nansebo Worka,Medium-Light,United States,Yirgacheffe,Southern Ethiopia,6.17,95,19-Nov
Kenya Nyeri Karuthi AA,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,8.88,92,18-May
Kona Medium Roast,Medium-Light,Hawai'i,Holualoa,North Kona,10.29,92,21-Oct
Haraaz Red,Medium-Light,United States,Haraaz Growing Region,Yemen,7.72,95,21-Apr
Jlove99,Medium-Dark,Taiwan,Nyeri Growing Region,South-Central Kenya,6.98,93,22-Apr
Colombia Quindio Anaerobic Natural,Medium-Light,United States,Quindio Department,Colombia,8.82,94,22-Jun
Gesha Village Natural Lot #19,Medium-Light,Taiwan,Bench-Maji Zone,Southern Ethiopia,38.4,94,19-Sep
Indonesia Sumatra Natural Aceh Musara SC19,Light,Taiwan,Aceh Province,Northern Sumatra Indonesia,4.96,94,22-Mar
Flowery Nekisse,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,7.94,95,18-Dec
Gigesa Ethiopia,Medium-Light,United States,Guji Zone,Oromia Region,5.58,93,22-Jan
Guatemala Finca El Principito Yellow Catuai,Medium-Light,Taiwan,Fraijanes,Central Guatemala,3.68,93,21-Sep
Buzira Burundi Natural,Medium-Light,United States,Murutra,Kayanza Province,5.35,92,20-Mar
Karen J Red Bourbon,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,20.26,94,18-Apr
Indonesia Sumatra Kerinci Valley,Medium,United States,Mount Kerinci Highlands,Sumatra,7.2,94,22-Apr
Kenya Nyeri Kiandu AA,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,4.08,92,21-Sep
Brazil Gauriroba Natural,Light,Japan,Minas Gerais State,Southeastern Brazil,21.46,94,21-Jul
Ethiopia Natural Guji Lot D Minor,Medium-Light,Taiwan,Guji Zone,Oromia Region,3.89,95,20-Jul
Ethiopia Washed Yirgacheffe Adado,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,3.89,95,17-Nov
Trivarietal,Medium-Light,United States,Risaralda,Colombia,7.28,90,21-May
Natural Burundi Nemba,Light,United States,Kayanza,Kabuye,5.86,92,19-May
Ethiopia Cup of Excellence Guji Natural,Light,United States,West Guji Zone,Hambela Wamena Woreda,17.59,95,20-Dec
Ethiopia Kayon Mountain Natural,Medium-Light,United States,Odo Shakiso District,Guji Zone,5.57,93,18-Aug
Granja La Esperanza Tres Dragones Natural,Medium-Light,United States,Valle Del Cauca Growing Region,Colombia,6.91,93,18-Aug
Aces La Juntas,Light,United States,Chinas,San Agustín,8.22,93,21-Feb
Kona SL34 Champagne Natural Uluwehi Farm,Medium-Light,United States,Holualoa,Kona,26.46,94,22-May
Esperanza Villa Sarchi,Light,Guatemala,Antigua,Guatemala,4.85,90,21-Dec
Ethiopia Yirgacheffe Kochere Sheferaw Jigeso Beraso,Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,6.34,93,21-Aug
El Salvador Pacamara Honey,Medium,Taiwan,Apaneca,El Salvador,32,90,19-Dec
Rwanda Natural Musasa,Medium-Light,United States,Central Rwanda,Ethiopia,4.98,93,20-Jul
Kenya Gakuyuini AA,Medium-Light,United States,Kirinyaga County,South-Central Kenya,4.98,94,22-Jan
Dharma Espresso Blend,Medium,United States,Brazil,Ethiopia,4.85,92,21-Aug
Colombia Black Condor,Medium-Light,United States,Vereda,Huila Province,5.86,91,21-Jul
Ethiopia Yabitu Koba,Medium-Light,United States,Guji Zone,Southern Ethiopia,5.88,94,20-Oct
TMC SB Blend Espresso,Medium-Dark,Taiwan,Brazil,Guatemala,2.68,92,19-Oct
Pantan Musara Sumatra,Medium-Light,United States,Aceh Province,Sumatra,6.17,94,22-Aug
Pantan Musara Sumatra,Medium-Light,United States,Aceh Province,Sumatra,5.26,94,21-Jun
Ethiopia Natural Guji Hambella Wate Peaberry,Light,Taiwan,Guji Zone,Oromia Region,5.31,95,21-Apr
Costa Rica Finca San Luis,Medium-Light,United States,Santa Maria De Dota,Tarrazu Growing Region,5.88,91,22-Nov
Brazil Ouro de Minas Pulped Natural,Medium-Light,United States,Minas Gerais State,Southeastern Brazil,4.56,92,18-May
Kauai Estate Reserve Sun-Dried Typica,Medium-Light,Hawai'i,Kalaheo,Kauai,21.16,90,19-Aug
5a Poniente,Medium-Light,Guatemala,Antigua Growing Region,Guatemala,1.47,91,22-Nov
Foundry Blend,Medium-Light,Canada,Colombia,Burundi,3.98,92,21-Apr
Guatemala (from bulk bin),Medium,United States,Guatemala,Sidamo (Also Sidama) Growing Region,1.54,89,20-Feb
No. 79 Blend Espresso,Medium,Taiwan,Colombia,Rwanda,2.97,92,19-Apr
Ethiopia Yirgacheffe Kochere,Medium-Light,United States,Kochere District,Gedeo Zone,3.53,93,22-Aug
Colombia Laderas del Tapias Estate Natural Geisha,Medium-Light,Taiwan,Neira,Caldas Department,18.78,94,19-Sep
Ethiopia Reko Estate Yirgacheffe,Medium-Light,United States,Yirgacheffe Growing Region,Ethiopia,5.73,92,20-Feb
100% Kona Bourbon Pointu Laurina,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,27.76,95,21-Nov
Sumatra Dark,Dark,United States,Sumatra,Indonesia,3.82,90,22-Apr
BNT Espresso Blend,Medium-Light,Taiwan,Ethiopia,Guatemala,4.93,91,21-Aug
DR Congo Muungano Co-op South Kivu,Medium-Light,United States,South Kivu,Democratic Republic Of The Congo,5.88,93,20-Apr
Finca Santa Isabel,Medium-Light,Guatemala,Cobán Growing Region,Alta Verapaz,3.82,94,20-Oct
Wei Rong Blend,Medium-Light,Taiwan,Ethiopia,Guatemala,4.25,94,18-Dec
Ethiopia Uraga Dambi Uddo Wet-Fermented,Medium-Light,Taiwan,Guji Zone,Oromia Region,4.25,93,21-Jan
Mexico Altura Natural Water Process Decaf,Medium-Light,United States,Chiapas,Mexico,4.12,91,22-Jun
Ka’u Yellow Caturra Champagne Natural,Medium-Light,United States,Ka’U Growing Region,Big Island Of Hawai’I,22,93,20-Mar
